It\'s Your World -- Change It!,,,,,,,,,,,,,,,,,,,,
,Computer Expert,,Every step has three choices. Do ONE choice to complete each step.,,,,,,,,,,,,,,,,,
,,\"If you have a pet of your own, make\",,,,,,,,,,,,,,,,,,If you have a pet of your own; make a feeding schedule. Make sure you know when and how often your pet needs to eat. Then feed your pet using your schedule for two weeks.
,,Volunteer to feed someone else\'s,,,,,,,,,,,,,,,,,,Volunteer to feed someone else\'s pet. Create a feeding schedule; then feed the pet at least once a day for a week. Make sure an adult goes with you.
,,Make a pet budget for two pets,,,,,,,,,,,,,,,,,,\"Make a pet budget for two pets. Add up how much it costs to feed two different pets for one month. Think about regular food and any extras; such as treats and vitamins. Does the cost surprise you? FOR MORE FUN: Cut out pet food coupons for your family or friends to use.\"
,Making Games,,,,,,,,,,,,,,,,,,,
,1,Try a scavenger hunt,,,,,,,,,,,,,,,,,,Scavenger hunts are a great way to have fun with your friends or get to know new people. In this step; make your own! First; decide what you\'ll look for. Then go on your search.
,,Find it,,,,,,,,,,,,,,,,,,Find it! Make a scavenger hunt of at least 10 things to find. It could be in your neighborhood; at home; or in the community. For example; if your hunt is in a library; you could find a book by a certain author; a magazine; or the librarian\'s signature. Now find them!
,,See it,,,,,,,,,,,,,,,,,,See it! Make a scavenger hunt of at leasat 10 things to see. Choose 10 items that can be found where your game is going to be played. If you\'re playing in the backseat of a car; your list might include things you\'d see out the window; like an 18-wheeler; a gas station; and a roadside jogger. Make your list; then play.
,,Touch it,,,,,,,,,,,,,,,,,,Touch it! Make a scavenger hunt of at least 10 things to feel. Your list could include things that feel fuzzy; soft; hard; squishy; and anything else you can think of. Then; go find them.
,2,Make up a mystery game, , , , , , , , , , , , , , , ,,,Mysteries turn simple games into adventures. Sharpen your detective skills in this step.
,,Get a clue,,,,,,,,,,,,,,,,,,\"Get a clue! Turn your friends into detectives by leading them on a mystery hunt from clue card to clue card. For example; if the hunt is at your house; the first card could read; \"\"Help me; I\'m freezing.\"\" That would lead to the freezer; where another clue card awaits. The last clue could lead to a prize.\"
,,Mystery box,,,,,,,,,,,,,,,,,,Mystery box! Find a large box and have an adult help you cut a hole big enough for your hand to fit through. Then place 12 objects in the box and have your friends write down what they think each object is just by touching it. Whoever gets the most right answers wins.
,,Who\'s who,,,,,,,,,,,,,,,,,,Who\'s who? Write the names of famous characters or people on small pieces of paper. (Write as many names as there are girls in the group.) Put them in a hat and draw one. Without looking at your paper; tape the paper to your forehead. Now; ask your friends yes-or-no questions to figure out who you are!
,3,Create a party game, , , , , , , , , , , , , , , ,,,Cake. Presents. Games. All these things make birthday parties fun. In this step; your challenge is to create a new game for people to play at a party.
,,Pin the tail on?,,,,,,,,,,,,,,,,,Pin the tail on? In Pin the Tail on the Donkey; blindfolded players try to pin a paper tail on a poster of a donkey. Pick a new matching pair for your game-maybe Brownie Elf and her hat; a nose and a teddy bear; or an octopus and eight legs.
,,Heat things up,,,,,,,,,,,,,,,,,,\"Heat things up. To play Hot Potato; players sit in a circle and pass around a potato (or another item) while music plays. Whoever is holding the potato when the music stops is \"\"out.\"\" The game goes until only one person is left. Think up a new game that uses an object and music. FOR MORE FUN: Make up a fun thing for players who are \"\"out\"\" to do; like be cheerleaders.\"
,,Race day,,,,,,,,,,,,,,,,,,Race day. In a relay race; players on two teams compete by taking turns running the same distance. Create a new kind of relay. Maybe each team gets only one pair of shoes; so girls must switch them off at each turn. Or instead of running; everyone could shuffle on their knees.
,4,Change the rules, , , , , , , , , , , , , , , ,,,Take a game with rules you already know and add one new rule to make it feel like a whole new adventure. Of course; your new rule should make the game more fun; too.
,,You\'re It,,,,,,,,,,,,,,,,,,\"You\'re It. In TV Tag; players name a TV show ehn they\'re tagged. In Freeze Tag; they have to stand frozen in place when they\'re tagged. Make you own version of Tag by adding a rule. Maybe players have to twirl three times and say a tongue twister when they\'re tagged. FOR MORE FUN: Can you figure out rules to make Tag a team sport?\"
,,\"Duck, Duck, \"\"Moo\"\"-se\",,,,,,,,,,,,,,,,,,\"Duck; Duck; \"\"Moo\"\"-se. Duck; Duck; Goose is a simple game: Everyone sits in a circle; and one person walks around the circle tapping people and saying; \"\"duck.\"\" When the person says \"\"goose\"\" instead; the tapped person jumps up and chases her. Change the game by using sounds instead of animals. You could try \"\"Quack; quack; MOO!\"\"\"
,,Hop to it,,,,,,,,,,,,,,,,,,Hop to it. To play Hopscotch; you draw squares from 1 to 10 and hop your way upward without touching any lines. But what if instead of numbers; you had to hop from animal to animal? Or what if you had to do a new action-like spin or sit- in each square?
,5,Invent a whole new sport, , , , , , , , , , , , , , , ,,,Make the rules; pick the number of players; and select the kinds of balls or equipment to use. You can even give your new sport a name.
,,Queen of the court,,,,,,,,,,,,,,,,,,Queen of the court. Create a new basketball-court sport that doesn\'t use a basketball. You might want to use different lines on the court; or the square painted on the backboard. Maybe your game could involve throwing tennis balls at the backboard from different places on the court.
,,Field of dreams,,,,,,,,,,,,,,,,,,Field of dreams. Soccer fields have clearly marked sidelines; huge goals; and a sea of grass to play on. Dream up the wildest game you can! Maybe it includes five soccer balls on the field at one time; with players using their hands but not their feet.
,,The new ballpark,,,,,,,,,,,,,,,,,,The new ballpark. Come up with a new game that uses a baseball diamond. For example; you oculd start with players kicking an old volleyball and then running straight to second base.
,Inventor,,,,,,,,,,,,,,,,,,,
,1,Warm up your inventor\'s mind,,,,,,,,,,,,,,,,,,Inventors warm up their minds so they can be creative! One way to do that is to find different ways to use things. If you\'ve ever found a new way to use a tool or toy; you\'re already an inventor! In this step; come up with new uses for things that already exist.
,,Make up five new uses for a box,,,,,,,,,,,,,,,,,,Make up five new uses for a box. You could use a box to store your toys; build a playhouse; make a hat; or create a bed for your pet. Don\'t be afraid to think of something wacky and unusual. Sometimes the crazy ideas are the best ones!
,,Come up with fun and different,,,,,,,,,,,,,,,,,,\"Come up with fun and different things you can make from circles. Use the circle template on the next page. Take five minutes to draw as many as you can. FOR MORE FUN: Use markers to decorate your circles!\"
,,Find five new ways to use or play,,,,,,,,,,,,,,,,,,Find five new ways to use or play with a tool or toy. It could be a ball; a headband; a toothbrush; or an old sock.
,2,Find lots of ways to solve the same, , , , , , , , , , , , , , , ,,,Find lots of ways to solve the same problem. There\'s more than one way to solve most problems. Sometimes we stick with the same way of doing something just because we\'re used to it. Pick one choice below; and make a list of 10 ideas. Then try two of them.
,,Making music,,,,,,,,,,,,,,,,,,Making music. You could whistle; tap chopsticks on the table; or bang pots and pans together. What other creative ways could you make music?
,,Carrying lunch,,,,,,,,,,,,,,,,,,Carrying lunch. You might put your lunch in a box. You could also mail it!
,,Watering plants,,,,,,,,,,,,,,,,,,Watering plants. To water a plant; you could put it outside and wait for it to rain; or cut a hole in a plastic bag and fill it with water.
,3,Make a needs list, , , , , , , , , , , , , , , ,,,\"To come up with new ideas; inventors have to see and understand people\'s needs. Now it\'s your turn to make a \"\"needs list.\"\" Pick one of these activities and watch a friend; family member; or a Brownie sister doing it. What is hard for them? What do they like or not like about the activity? Write down five needs you notice about the activity you picked.\"
,,Mornings,,,,,,,,,,,,,,,,,,Mornings. Watch a brother; sister; or a parent get ready for school or work. Do they wake up on time? Is their alarm clock loud enough? Is there enough time to eat breakfast?
,,Lunch at school,,,,,,,,,,,,,,,,,,Lunch at school. Watch how lunch happens in the cafeteria at school. Are the lines long? Are the chairs too high? Are the sandwiches soggy?
,,Brownie meetings,,,,,,,,,,,,,,,,,,Brownie meetings. They\'re always fun-now imagine what could make them even better! Does every girl feel included? Can everyone hear each other? Do meetings feel special?
,4,Solve a problem, , , , , , , , , , , , , , , ,,,\"Pick one of the problems from your \"\"needs list\"\" and think of ways to solve it. Use one of these activities to record your ideas (and keep notes in your inventor\'s notebook!).\"
,,Mind-map,,,,,,,,,,,,,,,,,,Mind-map. Inventors use mind maps to see how different ideas fit together. Try it out on the next page.
,,Sketch it out,,,,,,,,,,,,,,,,,,Sketch it out. Draw five solutions in your inventor\'s notebook.
,,Buddy up and brainstorm lots of,,,,,,,,,,,,,,,,,,Buddy up and brainstorm lots of ideas! With partners or your Brownie group; write down everyone\'s ideas on a big sheet of paper. Then record your five favorites in your notebook.
,5,Share your invention, , , , , , , , , , , , , , , ,,,Finding out what others think about your idea will help you improve it. Do one of the choices; then share what you did with others. Ask them to tell you their favorite part about your idea; and how they think it could be even better.
,,Draw it,,,,,,,,,,,,,,,,,,Draw it! Use a big sheet of paper; and label the parts of your invention. Show it to friends and family.
,,Act it out,,,,,,,,,,,,,,,,,,Act it out! Create a skit that shows when someone might need your invention and how they\'d use it. Then perform it!
,,Build it,,,,,,,,,,,,,,,,,,Build it! Use cardboard; paper; glue; Play-Doh; or even dried pasta to build a model of your invention. Then show it off!
,Making Friends,,,,,,,,,,,,,,,,,,,
,1,Make friendly introductions,,,,,,,,,,,,,,,,,,Making new friends can be as simple as introducing yourself. It\'s nice to share something about you when you introduce yourself; or one something about a friend when you\'re introducing them. Try it!
,,Introduce yourself,,,,,,,,,,,,,,,,,,Introduce yourself. Try introducing yourself to three different people you don\'t know at school-maybe you\'ll make a new friend!
,,Introduce a friend to someone else,,,,,,,,,,,,,,,,,,Introduce a friend to someone else. Find a friend who may be shy or new to the area and introduce them to three people.
,,Ask your parents to introduce you,,,,,,,,,,,,,,,,,,\"Ask your parents to introduce you to one of their adult friends. Tell that person something about yourself; and ask something about them. Be ready to have a conversation! FOR MORE FUN: Ask an adult what makes a good handshake. Try it when you introduce yourself.\"
,2,Show friends you care, , , , , , , , , , , , , , , ,,,Good friends remind one another of what makes them special; and help each other feel better when something goes wrong. Practice making a friend feel great in one of these ways:
,,Write a name poem,,,,,,,,,,,,,,,,,,\"Write a name poem. Write a friend\'s name vertically down a piece of paper. Then; beginning with each letter of the friend\'s name; write something nice about that friend-something they do well; or one of the reasons you like being their friend. FOR MORE FUN: Make name poems as a thank-you to a parent; a teacher; or someone else who helps you.\"
,,Give something special to a friend,,,,,,,,,,,,,,,,,,\"Give something special to a friend. Create an art piece; snack; card; or something else your friend would really like. It might be a gift for a holiday; a cheer-up card; or a yummy treat for a neighbor. FOR MORE FUN: Make SWAPS for friends from another Brownie group.\"
,,Be a friend to someone you don\'t,,,,,,,,,,,,,,,,,,Be a friend to someone you don\'t know. Sometimes the friends people need most are the ones they didn\'t know they had. Think of a group that could use your friendship-perhaps children at a hospital; soldiers overseas; or someone left out at your school; and do something nice for them.
,3,Share favorite activities, , , , , , , , , , , , , , , ,,,A great way to show a friend you care is to pay special attention to what is important. Just because you are friends doesn\'t mean you both like the same things. Try one of these activities to learn more about a friend; and help them learn more about you.
,,Do a friend\'s favorite thing,,,,,,,,,,,,,,,,,,\"Do a friend\'s favorite thing. Ask a friend to make a list of their favorite things; like songs; books; or Brownie activties. Talk to your friend about their list; and why they like each thing. Then do one together! Try to make it something you\'ve never done before. FOR MORE FUN: Have every girl in your Brownie group write a list; then try new things all together.\"
,,Share a favorite activity with a friend,,,,,,,,,,,,,,,,,,Share a favorite activity with a friend. Try to choose something new to them; so you can teach them what to do-maybe making s\'mores; playing a card game; or bird watching. Tell them why you like the activity. Afterwards; find out what they liked about it.
,,Try a game or activity that\'s new to,,,,,,,,,,,,,,,,,,Try a game or activity that\'s new to both of you. With a friend; find something new you\'d both like to do; and try it out together. We all learn in different ways; so ask for their help when you need it-and offer yours when they need it. Remember to compliment each other; too!
,4,Learn how to disagree, , , , , , , , , , , , , , , ,,,Disagreement is when you don\'t feel the same way as a friend. For example; you want to play a game and they want to make snacks. It\'s okay to feel differently. You can still be friends! The important thing is to be a good friend while you disagree. Try one of these activities to practice.
,,Practice being a good listener,,,,,,,,,,,,,,,,,,\"Practice being a good listener. Let a friend talk about how they feel. Listen for three minutes without interrupting. Then tell them what you heard them say. Then; switch! FOR MORE FUN: Try it with your Brownie group; and take turns.\"
,,Remember what you agree about,,,,,,,,,,,,,,,,,,\"Remember what you agree about! Many times; you can take turns doing what each friend wants to do instead of fighting. Or; you can do something you both like. With a friend; make an \"\"agreement\"\" list of three things you both love to do. Then try one of those things the next time you disagree.\"
,,Find kind words,,,,,,,,,,,,,,,,,,Find kind words. Words can hurt; so it\'s important to use nice ones when you disagree. With your Brownie friends; make a list of words that make you feel good. Practice using the words to say kind things.
,5,Practice friendship, , , , , , , , , , , , , , , ,,,Now it\'s time to practice your friend skills. First; make a list of the top three things you\'ve discovered that make someone a good friend. Then try one of these activities and concentrate doing those things. Talk about the activity with your Brownie group.
,,Invite another Brownie group to an,,,,,,,,,,,,,,,,,,Invite another Brownie group to an activity. What about a tea party; a journey field trip; or a meeting with games?
,,Sit at a different table or area at,,,,,,,,,,,,,,,,,,Sit at a different table or area at lunchtime; or play with a different group at recess. You might bring an old friend with you and make new friends together.
,,\"Go to a dance or art class, sports\",,,,,,,,,,,,,,,,,,Go to a dance or art class; sports game; camp; or other activity. Games and sports are a great time to practice saying nice things to friends.
,Painting,,,,,,,,,,,,,,,,,,,
,1,Get Inspired,,,,,,,,,,,,,,,,,,Learn more about the paintings you like and the artists who painted them.
,,Talk to a painter,,,,,,,,,,,,,,,,,,Talk to a painter. Ask an art teacher or painter in your community where they get their inspiration. What do they like to paint? Why? Look at some of their paintings and explain what you like about them.
,,Go to an art show or museum,,,,,,,,,,,,,,,,,,Go to an art show or museum. Find five paintings that you love and decide why you think they\'re great. Who painted them? When? Look for what they have in common with each other.
,,Team up with an adult to find ,,,,,,,,,,,,,,,,,,Team up with an adult to find images of five paintings you love. Search in library books; magazines; or online. Why do you like them? Who painted them; and when? Look for what they have in common with each other.
,2,Paint the real world, , , , , , , , , , , , , , , ,,,Painting what\'s around you is the first step to becoming an artist. Pick one choice and try to paint something from the real world.
,,Paint a portrait of a family,,,,,,,,,,,,,,,,,,Paint a portrait of a friend; family member; pet; or yourself. If you are painting someone else; have the person sit in an interesting pose and try to capture what the person looks like. If it\'s yourself; use a mirror to see all the lines and shapes in your face.
,,Paint an outdoor landscape,,,,,,,,,,,,,,,,,,\"Paint an outdoor landscape with trees or flowers. Find a pretty spot with lots of colors and paint what you see. FOR MORE FUN: Paint at a different time of day and see how the light makes the colors look different.\"
,,Paint a still live.,,,,,,,,,,,,,,,,,,\"Paint a still life. A \"\"still life\"\" is an object; like a bowl of fruit or a vase. Set up what you want to paint first. Don\'t forget to show how the light hits the object by using light and dark colors! FOR MORE FUN: After you\'ve painted something in your world; paint something \"\"out of this world;\"\" like the sun or planets.\"
,3,Paint a mood, , , , , , , , , , , , , , , ,,,\"Some painters create \"\"abstract\"\" art. They don\'t paint objects or people. They use shapes; lines; and colors to paint a feeling or mood. Pretend you are an artist who is trying to paint an emotion. Paint what you think one of these moods would look like. Remember; it\'s your idea; so it\'s okay if other people don\'t see it like you do!\"
,,Calm,,,,,,,,,,,,,,,,,,Calm. What colors would you use to create a calm feeling?
,,Happy,,,,,,,,,,,,,,,,,,Happy. How would you show a happy feeling? What colors or shapes make you smile?
,,Angry,,,,,,,,,,,,,,,,,,Angry. What colors or shapes look like anger to you?
,4,Paint without brushes, , , , , , , , , , , , , , , ,,,Who says you have to use brushes? Try painting with one of the things below.
,,Paint something from nature,,,,,,,,,,,,,,,,,,\"Paint with something from nature. Use something with a design on it; like a leaf. Press it into paint and then onto your paper. Try different kinds of leaves. FOR MORE FUN: Press the leaf onto one side of your paper; then remove it. Before the paint dries; fold the paper in half. Open it. What does the shape look like?\"
,,Paint with indoor objects,,,,,,,,,,,,,,,,,,\"Paint with indoor objects. Dip string or yarn into paint and drag it across your page. Paint an entire picture this way. Then use a feather; a spoon; or a cotton swab as a paintbrush. Next; paint a picture and use a straw to gently blow water on it. What does it do to the picture? FOR MORE FUN: Use food coloring and blow that through the straw.\"
,,Paint with a stamp,,,,,,,,,,,,,,,,,,\"Paint with a stamp. All kinds of things make super stamps. With an adult\'s help; cut a potato in half and carve out a design. Dip the end in paint and stamp it on your paper. Try it with a sponge; too. FOR MORE FUN: Paint bubble wrap and press it onto your paper. What does the design look like? Do you like it?\"
,5,Paint a mural, , , , , , , , , , , , , , , ,,,A mural is a really big painting that tells a story. Murals are sometimes painted on buildings (some take up whole city blocks!). Do you have any murals in your town? If not; team up with an adult to look at some online. Then create a mural on butcher paper (or many pieces of paper taped together).
,,Paint a mural that tells a story,,,,,,,,,,,,,,,,,,Paint a mural that tells a story you love. It could be the story of your favorite book; or all about the best family vacation ever.
,,Paint a mural about your Girl,,,,,,,,,,,,,,,,,,Paint a mural about your Girl Scout fun. What about the story of a favorite trip or activity?
,,Paint a mural that tells the story,,,,,,,,,,,,,,,,,,Paint a mural that tells the story of an event or person. Choose a story you want your community to know about!
,Fair Play,,,,,,,,,,,,,,,,,,,
,1,Follow the rules,,,,,,,,,,,,,,,,,,Rules are important in any game or activity. How would you know how to play if you didn\'t have them? Think more closely about rules in this step.
,,Teach the rules of an active,,,,,,,,,,,,,,,,,,\"Teach the rules of an active game. It might be Mother; May I?; Simon Says; or Red Light; Green Light. Teach the rules to a friend or family member and play together. Thent alk about how the rules helped you play fairly. FOR MORE FUN: Learn a game you haven\'t played before; then teach those rules.\"
,,Make up two new rules for hide,,,,,,,,,,,,,,,,,,\"Make up two new rules for hide-and-seek. For example; the person who\'s \"\"it\"\" could have to do 10 jumping jacks after they count and before they start seeking. Play the game with your new rules. Afterwards; talk about what it was like to follow the new rules. Did you like them?\"
,,Learn two rules for a sport or,,,,,,,,,,,,,,,,,,\"Learn two rules for a sport or active game that\'s popular in another country. Team up with an adult to find one online; or ask a coach or sports teacher. Then; play part of the game or sport with Brownie friends; or just talk about the rules you found. FOR MORE FUN: If you can; watch a game online or on television and see if athletes follow the rules!\"
,2,Include everyone, , , , , , , , , , , , , , , ,,,When you play a game; do you include everyone who wants to join in? Part of playing fair is making sure everyone has a chance to play. Findout more about who plays sports today.
,,Ask a woman about Title IX,,,,,,,,,,,,,,,,,,\"Ask a  woman about Title IX. Title IX is a law passed in 1972. It required schools to allow girls to have the same sports teams; gym time; and uniforms that boys did. Talk to a woman who went to school before 1972 about how this law affected her. FOR MORE FUN: \"\"IX\"\" means \"\"nine\"\" in the number system used in ancient Rome; called \"\"Roman numerals.\"\" Talk about other places you\'ve seen these kinds of numbers; and find out how to write them up to 10. \"
,,Find a sport that women play,,,,,,,,,,,,,,,,,,\"Find a sport that women play professionally. Team up with an adult to find a book or information online about a professional women\'s sports group or association. When did the group form? When and where do they play? FOR MORE FUN: Go see a team of women play a game!\"
,,Learn about disabilities and,,,,,,,,,,,,,,,,,,\"Learn about disabilities and sports. Some people may have a disability that makes playing sports harder; and many still find a way to play! Work with an adult to find out how a sport is played by people with disabilities. FOR MORE FUN: If there is a sports league for people with disabilities in your area; go watch a game. Or ask an adult to help you find a game to watch online.\"
,3,Be part of a team, , , , , , , , , , , , , , , ,,,Being a good team member is part of playing fair. Learn to work together by playing one of the games below.
,,Play popcorn,,,,,,,,,,,,,,,,,,\"Play Popcorn. One person is the caller who yells out an object and a umber. The number called will be the number of players. Those players then pretend to be that object. For example; \"\"Popcorn-4!\"\"means four girls get together and act like popcorn. Try it with objects like a train; piano; tree; waterfal; or roller coaster!\"
,,Untangle yourself from a human,,,,,,,,,,,,,,,,,,\"Untangle yourself from a human knot. Divide into two teams of at least four people. Have each team stand in a circle. Players put both hands in the middle; then grab hands with two other people in the group. The teams must work together to untangle themselves without letting go of anyone\'s hand. The team that finishes first wins! Now form one big team and try to get your human knot untied. FOR MORE FUN: Try this game with new girls or a group of Daisies.\"
,,Try a game of Octopus Tag,,,,,,,,,,,,,,,,,,Try a game of Octopus Tag. Two people start as the octopus. They must hold hands as they run and tag other players. If someone gets tagged; they join the octopus. The game continues until the octopus has tagged everyone.
,4,Keep score, , , , , , , , , , , , , , , ,,,How will you know who wins if you don\'t keep score? Practice your scoring skills in this step.
,,See a sport live or on television,,,,,,,,,,,,,,,,,,\"See a sport live or on television. Watch a whole game and find out how they score points; Keep your own score at home. Is it the same as the official score? FOR MORE FUN: Pretend to be a referee and make up your own sport signals. Explain them to a friend.ee\"
,,Make more points,,,,,,,,,,,,,,,,,,Make more points. Play the Points Match Up game on this page. Then choose one sport and find out how many points you get when you score. Now; think of ways to award more points if you were in charge. Would you give points for style or for trying really hard?
,,Keep score for a sport you play,,,,,,,,,,,,,,,,,,Keep score for a sport you play by yourself. Choose a sport like biking; skating; or jumping rope. Then figure out how and when you should get points. Now; go out and play! Practice playing fair by keeping an honest score for yourself.
,5,Have a field day, , , , , , , , , , , , , , , ,,,Put your playing-fair skills in action with a field day! You could even invite another Girl Scout group to play. At your field day; include a team game you make up; and teach the rules to everyone so youc an play together. (Be sure to listen and play by the rules that other girls teach you; too!)
,,Make a team relay that ,,,,,,,,,,,,,,,,,,Make a team relay that combines three different games. For example; you might hit a ball through two croquet hoops; then make a basket through a hoop; then throw a baseball to the next teammate so she can start. See which team can finish first!
,,Make a theme day,,,,,,,,,,,,,,,,,,\"Make a theme day. With your Brownie friends; come with ideas for a theme. Then make up games that go with it. For example; you could have a zoo field day and jump in sack races like bunnies; or make baskets in a game of Horse. FOR MORE FUN: Dress up in the theme!\"
,,Make up a championship,,,,,,,,,,,,,,,,,,Make up a championship. Divide into four teams. Then choose at least three different games. For example; you could see who can do the silliest jumping jack; throw a ball the farthest; and jump rope the longest. First; compete within your team. Then choose your team\'s stronges player. Send her to play in a championship game against the other teams\' strongest players. Don\'t forget to cheer on your champion!
,Celebrating Community,,,,,,,,,,,,,,,,,,,
,1,Explore community symbols,,,,,,,,,,,,,,,,,,A symbol is an object that means something special. For example; the American flag is a symbol that shows we are proud of our country. There are lots of other community sumbols to find. Get ready to look!
,,Go on a flag hunt,,,,,,,,,,,,,,,,,,\"Go on a flag hunt. Many homes and busineeses share their national pride by flying the flag-or showing a picture of it. Team up with youro Brownie friends and search for all the American flags in your neighborhood. Before you go; find three cool flag facts. (You might also look for other symbols of America-like the five-pointed star or the eagle.) FOR MORE FUN: Find out what the symbols on American money mean. You can look at either a paper bill or a coin.\"
,,Draw your state\'s symbols,,,,,,,,,,,,,,,,,,\"Draw your state\'s symbols. Each state has its own flag-and its own flower; bird; tree; and motto. Draw pictures of your state\'s symbols; and find out what your state\'s motto means. Do you think the motto fits your state? FOR MORE FUN: Choose a flower; bird; tree; and motto for yourself! Tell your Brownie friends why each is a good symbol for you.\"
,,Find your own town\'s symbols,,,,,,,,,,,,,,,,,,Find your town\'s symbols. Your town might have a flag or a logo. Maybe a sports team has a mascot-that\'s a symbol; too! Find one of your town\'s symbols; and tell your Brownie group or class at school why it was chosen. If you can\'t find a town symbol; choose a flower; tree; or animal with special meaning in your town; and draw a town symbol to share with your Brownie friends.
,2,Sing together, , , , , , , , , , , , , , , ,,,Celebrations are often happy; but they can also be times for quiet and thinking. Music is what sets the mood. Do one choice to find celebration music that\'s new to you. Then have a mini celebration to listen to or sing the songs with Brownie friends. Talk about how the songs make you feel and why they fit the celebration.
,,Choose natinoal songs,,,,,,,,,,,,,,,,,,Choose national songs. America\'s national anthem is often played on national holidays and at ceremonies (like before sports games or when an American wins an Olympic medal). Find three other American songs for your mini celebration. What do you like about each? Why are they great songs for America?
,,Pick three community songs,,,,,,,,,,,,,,,,,,Pick three community songs. They could be state songs; local songs; or school songs. You might even have a special family song. Choose three such songs for your mini celebration.
,,Find three celebration songs,,,,,,,,,,,,,,,,,,Find three celebration songs. Many celebrations and ceremonies have their own special songs. Think of wedding ceremonies; holidays; parades; even birthdays! Choose three of these for your mini celebration.
,3,Follow the parade, , , , , , , , , , , , , , , ,,,Parades started as a tradition in the military. But they\'re so much fun that many communities have them as a part of their celebrations. That means the parade is often meant to honor a group of people or to help spread an important message. Try one of these to understand more about parades!
,,Join a parade,,,,,,,,,,,,,,,,,,Join a parade. Gather Brownie friends-or other Girl Scouts-and join a parade. Before you go; find out why the parade is happening; and make a banner to carry that will help share the reason with others.
,,Learn to march,,,,,,,,,,,,,,,,,,\"Learn to march. Ask an experienced marcher; like someone in the military or in a marching band; to show you how. Practice different marching steps and signals for starting and stopping. Then try to march for an entire marching song! FOR MORE FUN: See if a local band will let you try marching with them during one of their practices.\"
,,See a band review or field show,,,,,,,,,,,,,,,,,,See a band review or field show. Some schools or community groups in parades or field shows. In these competitions; they play music and do complicated steps. Some bands have teams that do dance routines with flags! Find an event and take a field trip with an adult and your Brownie friends.
,4,Be a landmark detective, , , , , , , , , , , , , , , ,,,\"A landmark is place that\'s special or where something important happened. Some landmarks are called \"\"memorials\"\" because they honor people who died for an important cause. Get to know your community\'s landmarks!\"
,,Follow a landmark trail,,,,,,,,,,,,,,,,,,\"Follow a landmark trail. Go on a hike to at least three community landmarks such as statues; plaques; and gardens. Find out why each one is important. FOR MORE FUN: Organize a landmark scavenger hunt. To \"\"find\"\" a landmark; take a picture of yourself in front of it.\"
,,Tour a landmark that honors the,,,,,,,,,,,,,,,,,,Tour a landmark that honors the past. Visit a historic landmark; such as the place where a leader was born or an old battleground. Or visit a historical society or museum. Collect three facts you didn\'t know about the place; and share them with your family.
,,Make a landmark map,,,,,,,,,,,,,,,,,,\"Make a landmark map. Pretend a tourist is visiting your area; and you want to show them the special places. Choose five landmarks-historic sites; museums; statues; or any place that shows why your home is special. Mark them on a printed map or a map you drew yourself. Or take photos of the places; and make a welcome-brochure. Share your map or brochure with friends or family-or visitors! FOR MORE FUN: On your map or brochure; include the story of how your town began.\"
,5,Join a ceremony or celbration, , , , , , , , , , , , , , , ,,,You know about special symbols and music. You know about events and landmarks that share why a community is special. Now put those things together in a community celebration!
,,Join a flag ceremony,,,,,,,,,,,,,,,,,,\"Join a flag ceremony. Ask an older Girl Scout or another expert to show you how to fold an American flag and how to be a flag bearer. Then take part in a flag ceremony! FOR MORE FUN: Use your flag skills in an indoor and an outdoor flag ceremony!\"
,,Join a town ceremony,,,,,,,,,,,,,,,,,,Join a town ceremony. Sometimes new buildings open with a ribbon-cutting ceremony. There are ceremonies to celebrate town events like anniversaries or the birthday of an important person. Sports games often begin with a ceremony. Find one and join in!
,,Make up your own,,,,,,,,,,,,,,,,,,\"Make up your own! Make a banner with a symbol; choose music; and create a ceremony for something you think is special. Invite your family and friends to join in. FOR MORE FUN: Teach others your ceremony song so they can sing with you.\"
,Snacks,,,,,,,,,,,,,,,,,,,
,1,Jump into the world of snacks,,,,,,,,,,,,,,,,,,One of the easiest snacks is just a washed fruit or vegetable! But when you make a snack; you combine ingredients. So how do you know which ones are best? Find out in this step.
,,Is the food good for me?,,,,,,,,,,,,,,,,,,Is the food good for me? You\'ve probably heard words like vitamins; fat; carbohydrates; and fiber. Choose one of these or another food word you\'ve heard and find out what it means. Then bring a food that contains that thing to a meeting. Tell your friends what it is; how your body uses it; and if it\'s good for you.
,,Is the food good for the earth?,,,,,,,,,,,,,,,,,,\"Is the food good for the earth? Make a report for one fruit or vegetable. Draw a picture of it. Write why it\'s good for you; how it grows; and how to tell if it\'s ready to eat. Then go to the grocery store or farmers\' market and ask where it travels from to get to your area. FOR MORE FUN: Have a \"\"food miles\"\" relay with your Brownie group! See the next page for instructions. \"
,,What\'s in that snack?,,,,,,,,,,,,,,,,,,What\'s in that snack? Go on a scavenger hunt in your kitchen or at a grocery store and find three packaged snacks. Look at the list of ingredients. Find three you don\'t recognize and team up with an adult to figure out what they are and if they\'re good for you.
,2,Make a savory snack, , , , , , , , , , , , , , , ,,,A savory snack is one that\'s not sweet-it might be salty or spicy. Try one of these!
,,Make your own restaurant snack,,,,,,,,,,,,,,,,,,\"Make your own restaurant sanck. When you make a snack at home; it\'s often healthier for you than when you eat it in a restaurant. Restaurants may use more oil; butter; sugar; and salt! Find a recipe for a favorite snack; like potato skins; cheese sticks; or fish sticks; and make it yourself. FOR MORE FUN: Ask a restaurant for the list of ingredients they use for their snack and compare it to yours. Which is better for you?\"
